/Users/MBThornton/Library/Caches/pypoetry/virtualenvs/nmdc-automation-VEpwcKpc-py3.9/lib/python3.9/site-packages/urllib3/__init__.py:35: NotOpenSSLWarning: urllib3 v2 only supports OpenSSL 1.1.1+, currently the 'ssl' module is compiled with 'LibreSSL 2.8.3'. See: https://github.com/urllib3/urllib3/issues/3020
  warnings.warn(
INFO:root:Using NAPA config: ../../../configs/.local_napa_user_config.toml
INFO:root:Deleting old binning data from nmdc database at mongodb://michael.thornton-napa:barman-reconfirm-leggings-883@localhost:27777
INFO:pymongo.serverSelection:{"message": "Waiting for suitable server to become available", "selector": "Primary()", "operation": "listDatabases", "topologyDescription": "<TopologyDescription id: 66465f9ef50b568cadd8b233, topology_type: Single, servers: [<ServerDescription ('localhost', 27777) server_type: Unknown, rtt: None>]>", "clientId": {"$oid": "66465f9ef50b568cadd8b233"}, "remainingTimeMS": 4}
INFO:root:Connected to MongoDB server at mongodb://michael.thornton-napa:barman-reconfirm-leggings-883@localhost:27777
INFO:root:Searching for old binning data records with a known data object type and non-comforming IDs
INFO:root:Deleting binning data record: nmdc:ed99d4d4ffe3459ca6cb6f49d588f850 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0321283
INFO:root:Deleting binning data record: nmdc:a2386c58f812157c32ce294447d5a79e CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0321284
INFO:root:Deleting binning data record: nmdc:32b03ddd5d97c90393328c27d71e7206 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0321285
INFO:root:Deleting binning data record: nmdc:d24296728f86d5325120b9df4a80242c CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0321286
INFO:root:Deleting binning data record: nmdc:6ee51441bf5ed908248421232f1c4fa4 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0321287
INFO:root:Deleting binning data record: nmdc:932a0532acd56bd6077ac12ce9b27fd1 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0321288
INFO:root:Deleting binning data record: nmdc:af104a2c8cc38bd9ee668cae7d5e1d1d CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0321289
INFO:root:Deleting binning data record: nmdc:67f026e258db7d992e427aca5854a35f CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0321290
INFO:root:Deleting binning data record: nmdc:b780ab4e2a6bbaac4445b229ee0b8af7 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0321291
INFO:root:Deleting binning data record: nmdc:639077a98ff7042b0f00b475555134db CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0321292
INFO:root:Deleting binning data record: nmdc:d33c2b51ddaf9a0e480b0cab7a097ff5 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0321293
INFO:root:Deleting binning data record: nmdc:4faac0eb45eb320053369f318e2d87a4 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0321294
INFO:root:Deleting binning data record: nmdc:480435be3780b46366c4163efd264f0b CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0321295
INFO:root:Deleting binning data record: nmdc:c9081beeb88fc9b48b002b0de27f42ff CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0321296
INFO:root:Deleting binning data record: nmdc:5c95b85ec862b2723209317683e395ce CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0321297
INFO:root:Deleting binning data record: nmdc:b0a204d1b3938c8b6edd2a0d5d806e3c CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0321298
INFO:root:Deleting binning data record: nmdc:8c488cb43c3320deeff7aa4f7d75d107 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0321299
INFO:root:Deleting binning data record: nmdc:405c8654ef9769fb447c98419dfe419b CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0321300
INFO:root:Deleting binning data record: nmdc:372e01b57d7fdc84a9bb1b1fb7f9729f CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0321301
INFO:root:Deleting binning data record: nmdc:7417365b868fe5a774fc426eda38d4a7 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0321302
INFO:root:Deleting binning data record: nmdc:cf86bc6a99f8cfc19e85f53309bc9bbf CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213341
INFO:root:Deleting binning data record: nmdc:f6f8b04ccebf6166efe104d79976b865 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208366
INFO:root:Deleting binning data record: nmdc:f7a7eec4eb9261f58fcbb503e24f3593 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213374
INFO:root:Deleting binning data record: nmdc:51d43113288c8084f63b6be707705011 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138757
INFO:root:Deleting binning data record: nmdc:7290d95de7a2224cd19c627f19d299b0 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213343
INFO:root:Deleting binning data record: nmdc:34276167ac775a6ccf60853f287b3384 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138748
INFO:root:Deleting binning data record: nmdc:35dd34504ac93d23e38e3e43a7fb6579 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208382
INFO:root:Deleting binning data record: nmdc:b10aff8de2b00ec04a3d4864fe65a9cf CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213356
INFO:root:Deleting binning data record: nmdc:3ce68229680ecab9f74b092eda8f0341 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138742
INFO:root:Deleting binning data record: nmdc:26cab5d6e077913d518d4758ac0de843 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138759
INFO:root:Deleting binning data record: nmdc:787f1566eeb96d9e34e01e033bdc076e CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213358
INFO:root:Deleting binning data record: nmdc:2300f331add9dc118301b0d9328cff5f CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213353
INFO:root:Deleting binning data record: nmdc:39f1e72edeb860c8c94be4c2ea522b84 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213350
INFO:root:Deleting binning data record: nmdc:f8f450c1cceecb120ec8550e8b8aa9bf CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213344
INFO:root:Deleting binning data record: nmdc:75dedab03ece3e3930241ec86393198a CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208375
INFO:root:Deleting binning data record: nmdc:85404f956ef3260d2d94266fc22a0d2c CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213362
INFO:root:Deleting binning data record: nmdc:bb5868df8a60e8793605ee361a2560e0 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213372
INFO:root:Deleting binning data record: nmdc:90439938da8d0ac25268dd7269cceb3b CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138730
INFO:root:Deleting binning data record: nmdc:ba54ddf90e0c261490b3694c690defcb CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213364
INFO:root:Deleting binning data record: nmdc:c68a51a524be5220905c98e54b682d78 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138745
INFO:root:Deleting binning data record: nmdc:91e9fd3fac6e5f65c294f204c02acabd CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213348
INFO:root:Deleting binning data record: nmdc:54d623ddeef0ef7b5a3e5317b041415b CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213354
INFO:root:Deleting binning data record: nmdc:16964d6816deec18c9b1e90bc640002a CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213352
INFO:root:Deleting binning data record: nmdc:07a49f122871d5b5e8c3bc8dd452ea82 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208361
INFO:root:Deleting binning data record: nmdc:8253736a2155ff7e863f5fbbbfc05756 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138736
INFO:root:Deleting binning data record: nmdc:54b4a4c46604c5c75c5de421e44eeefb CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213338
INFO:root:Deleting binning data record: nmdc:e5d879c9526e56652ecff80d37c64e96 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213375
INFO:root:Deleting binning data record: nmdc:83cb3b1057f54f9f23feaa2c9088b34d CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213347
INFO:root:Deleting binning data record: nmdc:6126370782452f1ebb8295d140994902 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208360
INFO:root:Deleting binning data record: nmdc:cbbcb423319f9635cc19c9ef5d623294 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208369
INFO:root:Deleting binning data record: nmdc:abcb47e2d2f1da4e8939dcea8663846d CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138738
INFO:root:Deleting binning data record: nmdc:1233feb7238a8f8a1d7c6a9fcd94cd43 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213351
INFO:root:Deleting binning data record: nmdc:4e728fe34847a697e1ef57fcd9c7ee51 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138751
INFO:root:Deleting binning data record: nmdc:99cf1377ce05b5f52bc88f80fc451e37 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213368
INFO:root:Deleting binning data record: nmdc:89ff9a29b88161cfef6abb6e66370e61 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138752
INFO:root:Deleting binning data record: nmdc:90540a578262b808ff040ebbef14b4ce CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213357
INFO:root:Deleting binning data record: nmdc:bbf170b9a4b6f7fe84ac761f30085e99 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208371
INFO:root:Deleting binning data record: nmdc:4aabc05c9ec0a375a996458f78b35548 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213337
INFO:root:Deleting binning data record: nmdc:22cba26b33d87ae83af0a5d86f935128 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138760
INFO:root:Deleting binning data record: nmdc:51514032d5ad5620f4c2ba8b717b9963 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208370
INFO:root:Deleting binning data record: nmdc:932a5a65acbebc7741db72a336198a53 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213340
INFO:root:Deleting binning data record: nmdc:9ffae5247b318e595859724325ed74c6 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208377
INFO:root:Deleting binning data record: nmdc:dfb6f3467e78975de1edc96d4a2221e9 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213339
INFO:root:Deleting binning data record: nmdc:2084c5c78d1f1677e4b34834617854cc CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138753
INFO:root:Deleting binning data record: nmdc:3ce21391b9a0f5d047bcd237e25544f0 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208374
INFO:root:Deleting binning data record: nmdc:bf9afaee18f6fb6ac9951e54b460c555 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213373
INFO:root:Deleting binning data record: nmdc:e93ebc5e132eda44b16c8b8b57134709 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208368
INFO:root:Deleting binning data record: nmdc:d3933677dad195d07b92097b18901062 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138732
INFO:root:Deleting binning data record: nmdc:eccec534e23dfd0db29956f86af493c4 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138746
INFO:root:Deleting binning data record: nmdc:49c0497555c1dd863a82f25641e46fba CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208378
INFO:root:Deleting binning data record: nmdc:fb8692ef35c655aebf241496ddb1bf3a CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208373
INFO:root:Deleting binning data record: nmdc:706a598c1b86c14a02750856bb9c7036 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213366
INFO:root:Deleting binning data record: nmdc:553be4dd50d9cd7139d98d604639ab94 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208367
INFO:root:Deleting binning data record: nmdc:f88e60a48c04d23e79b99ac5a6572f0a CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138741
INFO:root:Deleting binning data record: nmdc:d3c2888d3bd9e9ca49a4a97f1677a64e CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138749
INFO:root:Deleting binning data record: nmdc:00833cae6aea7c22680e77a0f5bd7600 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208372
INFO:root:Deleting binning data record: nmdc:7f48da1683ddd9bbf89c273f00eb0341 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213365
INFO:root:Deleting binning data record: nmdc:a4e652dd51f8275815bccc3ce1c7bda5 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213359
INFO:root:Deleting binning data record: nmdc:e7c43d43341b80150c4f39476967c588 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213334
INFO:root:Deleting binning data record: nmdc:e8c0b628fbeacc46a71316e2a4f16e3b CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213336
INFO:root:Deleting binning data record: nmdc:af20a8866f7305f6192ea6631c36db0d CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138754
INFO:root:Deleting binning data record: nmdc:d9b21d3f5a1a76b93d766b717f5c0b9c CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138734
INFO:root:Deleting binning data record: nmdc:73793bc2d3e8a7a689e4c4f9e127dfe1 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138733
INFO:root:Deleting binning data record: nmdc:df09bd1f85cb88456b6ce2439ce76212 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213345
INFO:root:Deleting binning data record: nmdc:5cc3d4109c44e52df72c6b8e43c09eb1 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138728
INFO:root:Deleting binning data record: nmdc:9fb5d544e56c46cfa43c9db5cdf47604 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213333
INFO:root:Deleting binning data record: nmdc:fb5cfa14230e7bca2d33a4e23d908909 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138729
INFO:root:Deleting binning data record: nmdc:4a4e01d54b327a14364cd7d1049613fc CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208376
INFO:root:Deleting binning data record: nmdc:f83ecef2d910c3cdde9f0abe5c3673ab CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208363
INFO:root:Deleting binning data record: nmdc:372041df03af320a198a6f61b253b94c CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138762
INFO:root:Deleting binning data record: nmdc:1f759873b4d2a611efab21679cbbaa2c CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213331
INFO:root:Deleting binning data record: nmdc:96ad7289fe1c63823770bb6f080d3788 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213342
INFO:root:Deleting binning data record: nmdc:c5a2132df501948659a9b9e29f38fca7 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208364
INFO:root:Deleting binning data record: nmdc:0ec1295609298eb64e2a28182587060e CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213369
INFO:root:Deleting binning data record: nmdc:36af49759db87a54777abae2b1cb659c CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213335
INFO:root:Deleting binning data record: nmdc:3f8262ca8466962e356eb11844070a6d CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138755
INFO:root:Deleting binning data record: nmdc:850baefe33139e62c2ea5e9b33fef32e CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138761
INFO:root:Deleting binning data record: nmdc:170c1de2cea0a87d3c687d8acbb66b15 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213355
INFO:root:Deleting binning data record: nmdc:ca1d787ef36a9b3c77233bf600866b35 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138758
INFO:root:Deleting binning data record: nmdc:4cc202ccf69c51d58c6aa85ad8002278 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208362
INFO:root:Deleting binning data record: nmdc:7b0bce4aeb558fb9a108fd60b593956a CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213360
INFO:root:Deleting binning data record: nmdc:0fe25cf5b31a2a48b33a9d91a52d3156 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213363
INFO:root:Deleting binning data record: nmdc:233fb1fe52d109011f6ca74a3047e2ef CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213346
INFO:root:Deleting binning data record: nmdc:087b215d6c6397efad3397047833a541 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138750
INFO:root:Deleting binning data record: nmdc:4e08e42f6d194e0264d1e2103c668fc3 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0213361
INFO:root:Deleting binning data record: nmdc:3cc0014586aaeb277b944bf62ad389ef CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138741
INFO:root:Deleting binning data record: nmdc:08ba3fffa6da763156fad34de835aa2d CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138739
INFO:root:Deleting binning data record: nmdc:b2eb419f869779f1416b145d49bb5e48 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138751
INFO:root:Deleting binning data record: nmdc:3f61db8fe124618397ec380929176765 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138744
INFO:root:Deleting binning data record: nmdc:79ebd562458b56264deb1dbb7f20968b CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138745
INFO:root:Deleting binning data record: nmdc:6362437011ba0e12d6de1992ed9b29fc CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138749
INFO:root:Deleting binning data record: nmdc:b31edf3a48e2ef864fe62cb5ff9b1011 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138732
INFO:root:Deleting binning data record: nmdc:5bbbef06015c4d28afcc8cce27579e52 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138731
INFO:root:Deleting binning data record: nmdc:fcf9e2033a614464558c6579d05703a8 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138759
INFO:root:Deleting binning data record: nmdc:c3beea18d909d6f7f7f826400d9496b5 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138764
INFO:root:Deleting binning data record: nmdc:9de3344a475f09abea9c66d9295a6574 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138734
INFO:root:Deleting binning data record: nmdc:2c294c5e6f8f0486772b13f175efb712 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138733
INFO:root:Deleting binning data record: nmdc:5b28c3fcbc6a5ea0bd37941fa435d76e CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138729
INFO:root:Deleting binning data record: nmdc:683c5f93083320b2e533f490f1ea173c CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138756
INFO:root:Deleting binning data record: nmdc:a4054adb26851cc0e643e8270597ae18 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138758
INFO:root:Deleting binning data record: nmdc:e2d0e14785c2292b21ffd20a81e2c5ce CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138746
INFO:root:Deleting binning data record: nmdc:3ca54b08c1da4558c7bb7f5d801d3044 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138737
INFO:root:Deleting binning data record: nmdc:d5de49e68f16d95e12d4d5cf45bd6db1 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208360
INFO:root:Deleting binning data record: nmdc:25a189989f63249c050f21124da9cd04 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208361
INFO:root:Deleting binning data record: nmdc:ea4229f5f638ba503da49c7cb6103dd6 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208359
INFO:root:Deleting binning data record: nmdc:fe4490748f8099272a4faf0f8a867f3f CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208365
INFO:root:Deleting binning data record: nmdc:5c92ee6e30f7dbeb04f183bf587ff64e CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208362
INFO:root:Deleting binning data record: nmdc:9f619211b0e43c1b6e48ac6490db162c CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138736
INFO:root:Deleting binning data record: nmdc:4c65ea838ba5dc7657a818b6e84c24fb CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138750
INFO:root:Deleting binning data record: nmdc:654b9425c069bff87f484d774a76c348 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138748
INFO:root:Deleting binning data record: nmdc:888996c16bc68379d18823f307a6f0d9 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138753
INFO:root:Deleting binning data record: nmdc:e538825d5125881be21a5fb2309a4ece CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208364
INFO:root:Deleting binning data record: nmdc:28fe5682d7d7629623b96d4b0fb53cba CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208368
INFO:root:Deleting binning data record: nmdc:a4b57f5f4c4741c38f6c46b080c6c42b CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208370
INFO:root:Deleting binning data record: nmdc:7e1bb8cafed0005100829b2d087fde8f CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0138757
INFO:root:Deleting binning data record: nmdc:ad749135867cae324207069a7afbf589 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208369
INFO:root:Deleting binning data record: nmdc:020878d907f93698dbc42d9e82e6f870 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208367
INFO:root:Deleting binning data record: nmdc:c934d9546c0c9580dea1662d334b6836 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208371
INFO:root:Deleting binning data record: nmdc:d1c041250dae00bb79d3c126db02731c CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208373
INFO:root:Deleting binning data record: nmdc:760e071f2a7622501e2c6b4e49bbb8d8 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208376
INFO:root:Deleting binning data record: nmdc:1441f3abb3889e563b3a421f403ddbf8 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208372
INFO:root:Deleting binning data record: nmdc:6c62a961ca33a5a66f9391531c6724d0 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208377
INFO:root:Deleting binning data record: nmdc:8d6392807dca6aaf4865ea53215737a4 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208374
INFO:root:Deleting binning data record: nmdc:158937d1d6915837328c081fa0cab63a CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208375
INFO:root:Deleting binning data record: nmdc:21d944b091c43710cbadab3a69eafb71 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208379
INFO:root:Deleting binning data record: nmdc:90b373477f388974cb0124262ba1e840 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208378
INFO:root:Deleting binning data record: nmdc:798d5a00e19f604d2e757a6c51381e3d CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208382
INFO:root:Deleting binning data record: nmdc:3157bda7ae83dc2d3a880e83847a3167 CheckM Statistics metabat2 bin checkm quality assessment result for gold:Gp0208363
